"Download Date","Awarding Office","FAIN","Award Number","Recipient Name","Action Date (Date Terminated)","Total Amount Obligated","Total Amount Expended","Total Payment Amount (As of Termination)","Unliquidated Obligations (As of Termination)","Award Title","Presidential Action","For Cause (Put X if applicable)","Organization City","Organization State","Organization Country","PI Names","Funding Institutes","Project Terms"
"2025-04-24","NIH","R25MH119858","5R25MH119858-05","Public Health Foundation Enterprises","2025-03-21","$1,333,478.00","$1,076,028.56","1076028.56","$257,449.44","Shine Strong: Building The Pipeline Of Hiv Behavioral Scientists With Expertise In Trans Population ...","N/A - Departmental Authority","-","CITY OF INDUSTRY","CA","UNITED STATES","Sean  Arayasirikul; William  McFarland","NIMH - National Institute of Mental Health","AIDS; AIDS Virus; AIDS prevention; Acquired Immune Deficiency; Acquired Immune Deficiency Syndrome; Acquired Immune Deficiency Syndrome Virus; Acquire..."
"2025-04-24","NIH","R25MH126703","5R25MH126703-04","University Of Michigan At Ann Arbor","2025-03-21","$1,147,662.00","$1,147,662.00","1147662","$0.00","Pipeline To Graduate Education And Careers In Behavioral And Social Science Research For Urm Undergr...","N/A - Departmental Authority","-","ANN ARBOR","MI","UNITED STATES","GARY W HARPER; Anna Rutherford Kirkland","NIMH - National Institute of Mental Health","Achievement Attainment; Achievement; AIDS; Acquired Immune Deficiency; Acquired Immune Deficiency Syndrome; Acquired Immunodeficiency Syndrome; Affect..."
"2025-04-24","NIH","R25MH129290","5R25MH129290-03","University Of California, San Francisco","2025-03-21","$651,999.00","$518,244.31","518244.31","$133,754.69","Short Trainings On Methods For Recruiting Sampling And Counting Hard-To-Reach Populations: The H2R T...","N/A - Departmental Authority","-","SAN FRANCISCO","CA","UNITED STATES","Sean  Arayasirikul; Thomas  Hoffmann; William  McFarland; Ali  Mirzazadeh","OD - NIH Office of the Director","AIDS Virus; Acquired Immune Deficiency Syndrome Virus; Acquired Immunodeficiency Syndrome Virus; Archives; Area; Behavioral; California; Clinical Rese..."
"2025-04-24","NIH","R33HD107988","5R33HD107988-04","Univ Of Massachusetts Med Sch Worcester","2025-03-21","$967,006.00","$733,509.14","733509.14","$233,496.86","Optimizing An Mhealth Intervention To Improve Uptake And Adherence Of The Hiv Pre-Exposure Prophylax...","N/A - Departmental Authority","-","WORCESTER","MA","UNITED STATES","Karen  MacDonell; NITTAYA  PHANUPHAK; Bo  Wang","NICHD - Eunice Kennedy Shriver National Institute of Child Health and Human Development","21+ years old; AIDS; AIDS Virus; AIDS prevention; Acquired Immune Deficiency; Acquired Immune Deficiency Syndrome; Acquired Immune Deficiency Syndrome..."
"2025-04-24","NIH","R33MH120236","5R33MH120236-04","San Diego State University","2025-03-21","$2,874,727.00","$2,681,123.47","2681123.47","$193,603.53","Suicide Prevention For Sexual And Gender Minority Youth","N/A - Departmental Authority","-","SAN DIEGO","CA","UNITED STATES","Aaron J Blashill; Kristen Jennifer Wells","NIMH - National Institute of Mental Health","ages; Age; Parturition; Birth; Cause of Death; Communities; Family; Future; Grant; Health Resources; History; histories; Recording of previous events;..."
"2025-04-24","NIH","R33TW011665","5R33TW011665-06","University Of Connecticut Storrs","2025-03-21","$1,292,531.00","$968,099.27","968099.27","$324,431.73","Development And Testing Of A Mobile Application To Enhance Hiv Prevention Cascade In Malaysian Msm","N/A - Departmental Authority","-","STORRS-MANSFIELD","CT","UNITED STATES","Roman  Shrestha","FIC - John E. Fogarty International Center for Advanced Study in the Health Sciences","AIDS; AIDS Virus; AIDS prevention; AIDS test; AIDS/HIV test; Acceleration; Achievement; Achievement Attainment; Acquired Immune Deficiency; Acquired I..."
"2025-04-24","NIH","R34AA030035","5R34AA030035-03","Rhode Island Hospital","2025-03-21","$719,424.00","$407,710.34","407710.34","$311,713.66","Integrated Alcohol And Sexual Assault Prevention For Bisexual Women","N/A - Departmental Authority","-","PROVIDENCE","RI","UNITED STATES","Lindsay Marie Orchowski","NIAAA - National Institute on Alcohol Abuse and Alcoholism","Active Follow-up; Address; Adherence; Age; Age Years; Alcohol Chemical Class; Alcohol Drinking; Alcohol consumption; Alcohols; Anxiety; Approaches to ..."
"2025-04-24","NIH","R34CA283408","5R34CA283408-02","University Of Rochester","2025-03-21","$555,266.00","$303,877.01","303877.01","$251,388.99","Adapting The Focus Program For Sexual And Gender Minority (Sgm) Cancer Patients And Caregivers","N/A - Departmental Authority","-","ROCHESTER","NY","UNITED STATES","Theresa Ann Hastert; Charles Stewart Kamen","NCI - National Cancer Institute","Active Follow-up; Address; Affect; Cancer Control; Cancer Control Research; Cancer Control Science; Cancer Patient; Cancers; Care Givers; Caregivers; ..."
"2025-04-24","NIH","R34DA055503","5R34DA055503-03","Florida State University","2025-03-21","$771,111.00","$510,027.06","510027.06","$261,083.94","Integration Of Electronic Sbi(Rt) Into An Hiv Testing Program To Reduce Substance Use And Hiv Risk B...","N/A - Departmental Authority","-","TALLAHASSEE","FL","UNITED STATES","Ivan C Balan","NIDA - National Institute on Drug Abuse","AIDS Virus; AIDS prevention; AIDS test; AIDS/HIV test; Acquired Immune Deficiency Syndrome Virus; Acquired Immunodeficiency Syndrome Virus; Acute; Add..."
"2025-04-24","NIH","R34DA058191","5R34DA058191-02","University Of Colorado Denver","2025-03-21","$493,777.00","$276,641.65","276641.65","$217,135.35","Proud To Quit (P2Q): A Person-Centered Mobile Technology Intervention For Smoking Cessation Among Tr...","N/A - Departmental Authority","-","Aurora","CO","UNITED STATES","Christina Jiayi Sun","NIDA - National Institute on Drug Abuse","21+ years old; Academy; Address; Adult; Adult Human; Affect; Alcohol Drinking; Alcohol consumption; Apoplexy; Behavior; Biological Markers; Brain Vasc..."
"2025-04-24","NIH","R34MH124081","5R34MH124081-03","Univ Of Massachusetts Med Sch Worcester","2025-03-21","$671,459.00","$666,470.54","666470.54","$4,988.46","Adapting Effective Mhealth Interventions To Improve Uptake And Adherence Of The Hiv Pre- Exposure Pr...","N/A - Departmental Authority","-","WORCESTER","MA","UNITED STATES","NITTAYA  PHANUPHAK; Bo  Wang","NIMH - National Institute of Mental Health","AIDS; Acquired Immune Deficiency; Acquired Immune Deficiency Syndrome; Acquired Immuno-Deficiency Syndrome; Acquired Immunologic Deficiency Syndrome; ..."
"2025-04-24","NIH","R34MH126894","5R34MH126894-03","Brown University","2025-03-21","$631,656.00","$351,306.30","351306.3","$280,349.70","Making Universal, Free-Of-Charge Antiretroviral Therapy Work For Sexual And Gender Minority Youth In...","N/A - Departmental Authority","-","PROVIDENCE","RI","UNITED STATES","Katie Brooks Biello; Matthew James Mimiaga","NIMH - National Institute of Mental Health","ages; Age; Appointment; Attention; Brazil; Charge; Communities; Counseling; Cues; Pharmaceutical Preparations; Drugs; Medication; Pharmaceutic Prepara..."
"2025-04-24","NIH","R34MH129187","5R34MH129187-03","Emory University","2025-03-21","$717,975.00","$597,790.87","597790.87","$120,184.13","Brothers Building Brothers By Breaking Barriers (B6): A Resilience-Focused Intervention For Young Bl...","N/A - Departmental Authority","-","ATLANTA","GA","UNITED STATES","Sophia A. Hussen","NIMH - National Institute of Mental Health","design; designing; resilience; resilient; efficacy trial; Outcome; Prevalence; Evidence based intervention; community organizations; community based o..."
"2025-04-24","NIH","R34MH129189","5R34MH129189-03","Temple Univ Of The Commonwealth","2025-03-21","$753,463.00","$604,737.99","604737.99","$148,725.01","Data-Driven Peer-Led Messaging Using Social Media Influencers To Increase Prep Awareness And Uptake ...","N/A - Departmental Authority","-","PHILADELPHIA","PA","UNITED STATES","Sarah B Bass; Sophia Alexandra Zamudio-Haas","NIMH - National Institute of Mental Health","3-D; 3-Dimensional; 3D; AIDS Virus; AIDS prevention; Acquired Immune Deficiency Syndrome Virus; Acquired Immunodeficiency Syndrome Virus; Address; Adh..."
"2025-04-24","NIH","R34MH129208","5R34MH129208-03","Medical College Of Wisconsin","2025-03-21","$677,482.00","$449,772.40","449772.4","$227,709.60","3T-Prevent: Piloting A Multi-Level, Combination Intervention Strategy To Expand Hiv And Bacterial St...","N/A - Departmental Authority","-","MILWAUKEE","WI","UNITED STATES","Randolph D Hubach; Steven A John","NIMH - National Institute of Mental Health","AIDS Virus; AIDS prevention; AIDS test; AIDS/HIV test; Acquired Immune Deficiency Syndrome Virus; Acquired Immunodeficiency Syndrome Virus; Adoption; ..."
"2025-04-24","NIH","R34MH129218","5R34MH129218-03","Univ Of North Carolina Chapel Hill","2025-03-21","$608,320.00","$489,704.39","489704.39","$118,615.61","Piloting A Multi-Level Intervention To Promote Viral Suppression Among Transgender Women Living With...","N/A - Departmental Authority","-","CHAPEL HILL","NC","UNITED STATES","CLARE L BARRINGTON","NIMH - National Institute of Mental Health","21+ years old; AIDS Virus; Acquired Immune Deficiency Syndrome Virus; Acquired Immunodeficiency Syndrome Virus; Address; Adherence; Adult; Adult Human..."
"2025-04-24","NIH","R34MH129279","5R34MH129279-03","San Diego State University","2025-03-21","$703,794.00","$581,461.61","581461.61","$122,332.39","Estep: An Integrated Mhealth Intervention To Engage High- Risk Individuals Along The Full Prep Care ...","N/A - Departmental Authority","-","SAN DIEGO","CA","UNITED STATES","Keith Joseph Horvath; SUSAN JANET LITTLE","NIMH - National Institute of Mental Health","AIDS Virus; AIDS prevention; AIDS test; AIDS/HIV test; Acquired Immune Deficiency Syndrome Virus; Acquired Immunodeficiency Syndrome Virus; Address; A..."
"2025-04-24","NIH","R34MH129782","5R34MH129782-03","University Of North Carolina Charlotte","2025-03-21","$681,851.00","$323,430.66","323430.66","$358,420.34","Ca-Linc: A Culturally Adapted Care Coordination Suicide Detection And Intervention Model For Black Y...","N/A - Departmental Authority","-","CHARLOTTE","NC","UNITED STATES","Kim  Gryglewicz; Marc Stuart Karver; Sonyia Copeland Richardson; Michelle M Vance","NIMH - National Institute of Mental Health","ages; Age; Behavior; Black; Black race; Cause of Death; Communities; Continuity of Care; Continuum of Care; Continuity of Patient Care; Elements; Elig..."
"2025-04-24","NIH","R34MH129785","5R34MH129785-03","Virginia Polytechnic Inst And St Univ","2025-03-21","$742,854.00","$425,045.97","425045.97","$317,808.03","The Bh-Works Suicide Prevention Program For Sexual And Gender Minority Youth","N/A - Departmental Authority","-","BLACKSBURG","VA","UNITED STATES","Jody Moser Russon","NIMH - National Institute of Mental Health","0-11 years old; Adoption; Care Givers; Caregivers; Caring; Cause of Death; Child; Child Youth; Children (0-21); Clinic; Clinical; Communities; Compute..."
"2025-04-24","NIH","R36AG083386","5R36AG083386-02","Vanderbilt University","2025-03-21","$102,220.00","$43,228.40","43228.4","$58,991.60","Multi-Level Determinants Of Sexual And Gender Minority Aging","N/A - Departmental Authority","-","Nashville","TN","UNITED STATES","Nathaniel M Tran","NIA - National Institute on Aging","21+ years old; 65 and older; 65 or older; 65 years of age and older; 65 years of age or more; 65 years of age or older; 65+ years; 65+ years old; 65 y..."
"2025-04-24","NIH","R36DA058563","5R36DA058563-02","University Of Miami Coral Gables","2025-03-21","$100,000.00","$76,939.89","76939.89","$23,060.11","Exploring The Role Of Novel Aging-Focused Syndemic Conditions On Hiv Risk And Quality Of Life Among ...","N/A - Departmental Authority","-","CORAL GABLES","FL","UNITED STATES","Elliott Royal Weinstein","NIDA - National Institute on Drug Abuse","AIDS Virus; AIDS prevention; AIDS/HIV; Acquired Immune Deficiency Syndrome Virus; Acquired Immunodeficiency Syndrome Virus; Address; Adherence; Affect..."
"2025-04-24","NIH","R36DA058819","5R36DA058819-02","Hunter College","2025-03-21","$100,800.00","$65,087.69","65087.69","$35,712.31","Identifying Transdiagnostic Intervention Targets For Ptsd- Sud Comorbidity In A Vulnerable Populatio...","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Madalyn Michele Liautaud","NIDA - National Institute on Drug Abuse","21+ years old; Adult; Adult Human; Aeroseb-HC; Behavior; Biological; Cannabis; Caring; Cetacort; Chemical Dependence; Chronic; Chronic Disease; Chroni..."
"2025-04-24","NIH","R37AG076057","5R37AG076057-04","University Of Texas At Austin","2025-03-21","$1,914,178.00","$1,701,356.38","1701356.38","$212,821.62","How Spouses Influence Each Other'S Health In Same- And Different-Sex Marriages: A Dyadic And Longitu...","N/A - Departmental Authority","-","AUSTIN","TX","UNITED STATES","DEBRA J. UMBERSON","NIA - National Institute on Aging","Active Follow-up; active followup; adiposity; Affect; Age; age associated; age correlated; age dependent; age linked; age related; age specific; ages;..."
"2025-04-24","NIH","R37CA226682","5R37CA226682-06","Ohio State University","2025-03-21","$3,106,120.00","$2,751,971.27","2751971.27","$354,148.73","A Randomized Controlled Trial Of An Hpv Vaccine Intervention For Young Sexual Minority Men","N/A - Departmental Authority","-","COLUMBUS","OH","UNITED STATES","Paul L Reiter","NCI - National Cancer Institute","Affect; ages; Age; Control Groups; Disease; Disorder; Electronic Mail; E-Mail; Email; electronic communication; Future; Goals; Health; Health Personne..."
"2025-04-24","NIH","R44AG045011","5R44AG045011-05","Function Promoting Therapies, Llc","2025-03-21","$1,957,589.00","$1,517,044.78","1517044.78","$440,544.22","Phase Iib: Development Of Trut Algorithm For Commercialization In Androgen Disorders","N/A - Departmental Authority","-","BOSTON","MA","UNITED STATES","Ravi  Jasuja","NIA - National Institute on Aging","Adoption; Albumins; Algorithms; Androgenic Agents; Androgenic Compounds; Therapeutic Androgen; Androgens; Binding Sites; Combining Site; Reactive Site..."
"2025-04-24","NIH","R44HD103517","5R44HD103517-03","Resilient Games Studio, Llc","2025-03-21","$1,698,266.00","$1,698,266.00","1698266","$0.00","Step Up For Stem And Health Careers: An Intervention To Reduce Stem-Related Biases And Improve High ...","N/A - Departmental Authority","-","Chicago","IL","UNITED STATES","MELISSA L. GILLIAM; JANE Louise HOLL; Peter J. Mohler; Timothy  Parsons","NICHD - Eunice Kennedy Shriver National Institute of Child Health and Human Development","ages; Age; Attitude; Awareness; Behavior; Biomedical Research; Chicago; Communities; E-learning; computer-assisted instruction; computer-based educati..."
"2025-04-24","NIH","R61DA056779","5R61DA056779-02","Icahn School Of Medicine At Mount Sinai","2025-03-21","$827,884.00","$553,101.45","553101.45","$274,782.55","Cue Reactivity Modulation In Msm With Methamphetamine Use Disorder","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Muhammad Adeel Parvaz","NIDA - National Institute on Drug Abuse","AIDS Virus; Abstinence; Acquired Immune Deficiency Syndrome Virus; Acquired Immunodeficiency Syndrome Virus; Active Follow-up; Arousal; Attenuated; Be..."
"2025-04-24","NIH","S21MD012472","5S21MD012472-07","University Of North Texas Hlth Sci Ctr","2025-03-21","$4,000,000.00","$4,000,000.00","4000000","$0.00","Texas Minority Health Research And Outreach (Mihero)","N/A - Departmental Authority","-","FORT WORTH","TX","UNITED STATES","JAMBOOR K. VISHWANATHA","NIMHD - National Institute on Minority Health and Health Disparities","LAV-HTLV-III; Lymphadenopathy-Associated Virus; Virus-HIV; HIV; Modern Man; Human; Vascular Hypertensive Disease; Vascular Hypertensive Disorder; high..."
